LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Country full name
FRA,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2010,29.94970791,France
FRA,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2011,30.44014333,France
FRA,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2012,31.38424186,France
DEU,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2004,45.44560375,Germany
DEU,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2005,44.65533505,Germany
DEU,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2006,43.40025806,Germany
DEU,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2007,40.48329219,Germany
DEU,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2008,39.66353099,Germany
DEU,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2009,39.00601796,Germany
DEU,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2010,42.64869735,Germany
DEU,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2011,42.9726328,Germany
GRC,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2006,39.18744992,Greece
GRC,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2007,38.11276571,Greece
GRC,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2008,42.14682459,Greece
GRC,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2009,44.00846537,Greece
GRC,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2010,46.31139812,Greece
GRC,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2011,42.38516592,Greece
HUN,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2004,29.2865498,Hungary
HUN,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2005,26.68619931,Hungary
HUN,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2006,26.58702432,Hungary
HUN,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2007,23.90536345,Hungary
HUN,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2008,27.65795042,Hungary
HUN,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2009,32.13243586,Hungary
HUN,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2010,34.46657189,Hungary
HUN,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2011,32.55421026,Hungary
HUN,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2012,31.38773253,Hungary
ISL,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2003,44.34154194,Iceland 
ISL,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2004,40.79682408,Iceland 
ISL,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2005,34.34326261,Iceland 
ISL,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2006,28.2817486,Iceland 
ISL,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2007,24.90111679,Iceland 
ISL,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2008,20.50067541,Iceland 
ISL,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2009,15.90236775,Iceland 
ISL,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2010,11.35181234,Iceland 
ISL,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2011,17.47072312,Iceland 
ISL,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2012,19.39022618,Iceland 
IRL,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2003,25.48211955,Ireland
IRL,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2004,28.41180614,Ireland
IRL,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2005,28.56875109,Ireland
IRL,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2006,33.64665563,Ireland
IRL,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2007,29.9994706,Ireland
IRL,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2008,26.54109015,Ireland
IRL,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2009,19.36637809,Ireland
IRL,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2010,21.43105037,Ireland
IRL,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2011,23.74649501,Ireland
IRL,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2012,25.63796371,Ireland
ITA,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2006,48.01537345,Italy
ITA,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2007,48.11110317,Italy
ITA,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2008,46.70810708,Italy
ITA,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2009,49.46836166,Italy
ITA,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2010,52.69918598,Italy
ITA,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2011,55.529672,Italy
ITA,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2012,55.41043169,Italy
LUX,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2003,46.46174867,Luxembourg
LUX,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2004,45.35271122,Luxembourg
LUX,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2005,37.06575587,Luxembourg
LUX,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2006,42.7744672,Luxembourg
LUX,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2007,45.74539292,Luxembourg
LUX,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2008,44.47560006,Luxembourg
LUX,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2009,36.78249078,Luxembourg
LUX,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2010,25.90634013,Luxembourg
LUX,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2011,22.90960483,Luxembourg
LUX,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2012,20.53765846,Luxembourg
MEX,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2005,51.14848536,Mexico
MEX,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2006,53.7073333,Mexico
MEX,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2007,46.11365496,Mexico
MEX,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2008,43.91455654,Mexico
MEX,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2009,43.0036832,Mexico
MEX,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2010,46.48017934,Mexico
MEX,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2011,46.60981687,Mexico
MEX,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2012,47.21899282,Mexico
MEX,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2013,47.5938227,Mexico
NLD,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2004,37.01441901,Netherlands
NLD,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2005,38.55967095,Netherlands
NLD,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2006,42.26968524,Netherlands
NLD,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2007,44.16866593,Netherlands
NLD,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2008,41.46991203,Netherlands
NLD,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2009,35.0529637,Netherlands
NLD,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2010,30.31410359,Netherlands
NLD,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2011,27.78578462,Netherlands
NLD,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2012,28.36369322,Netherlands
NZL,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2003,29.39921891,New Zealand
NZL,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2004,32.85331465,New Zealand
NZL,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2005,34.96927179,New Zealand
NZL,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2006,33.73505953,New Zealand
NZL,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2007,36.14704132,New Zealand
NZL,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2008,34.7755928,New Zealand
NZL,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2009,35.37061424,New Zealand
NZL,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2010,34.47785064,New Zealand
NZL,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2011,32.89286493,New Zealand
NZL,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2012,31.17962662,New Zealand
NZL,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2013,30.86295354,New Zealand
NOR,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2003,32.32258455,Norway
NOR,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2004,32.48557343,Norway
NOR,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2005,30.87851707,Norway
NOR,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2006,27.91964301,Norway
NOR,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2007,26.3600797,Norway
NOR,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2008,28.09613403,Norway
NOR,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2009,28.10397795,Norway
NOR,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2010,26.65662606,Norway
NOR,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2011,25.35113615,Norway
NOR,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2012,25.44876069,Norway
POL,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2004,53.69145016,Poland
POL,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2005,54.65533638,Poland
POL,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2006,53.15017104,Poland
POL,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2007,56.82786251,Poland
POL,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2008,58.06635648,Poland
POL,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2009,61.63500245,Poland
POL,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2010,61.6319107,Poland
POL,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2011,61.92813305,Poland
POL,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2012,61.83429884,Poland
PRT,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2006,62.25011998,Portugal
PRT,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2007,60.92239684,Portugal
PRT,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2008,60.39190563,Portugal
PRT,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2009,58.39019692,Portugal
PRT,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2010,59.24471813,Portugal
PRT,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2011,58.6957317,Portugal
PRT,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2012,59.61629368,Portugal
SVK,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2004,21.46561591,Slovak Republic
SVK,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2005,19.86986631,Slovak Republic
SVK,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2006,23.73948365,Slovak Republic
SVK,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2007,26.85340828,Slovak Republic
SVK,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2008,29.88481169,Slovak Republic
SVK,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2009,31.57911587,Slovak Republic
SVK,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2010,30.92767276,Slovak Republic
SVK,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2011,32.20732065,Slovak Republic
SVK,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2012,31.30545096,Slovak Republic
ESP,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2005,38.98350088,Spain
ESP,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2006,37.54260759,Spain
ESP,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2007,36.20565148,Spain
ESP,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2008,31.65397301,Spain
ESP,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2009,29.97128148,Spain
ESP,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2010,24.73823566,Spain
ESP,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2011,23.4889492,Spain
ESP,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2012,20.16619507,Spain
SWE,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2003,5.566273818,Sweden
SWE,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2004,13.16923535,Sweden
SWE,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2005,18.0811375,Sweden
SWE,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2006,19.74643464,Sweden
SWE,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2007,12.05308316,Sweden
SWE,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2008,9.974877704,Sweden
SWE,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2009,15.58998178,Sweden
SWE,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2010,17.9980841,Sweden
SWE,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2011,17.935426,Sweden
SWE,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2012,17.3213353,Sweden
CHE,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2007,58.17344161,Switzerland
CHE,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2008,56.09235854,Switzerland
CHE,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2009,51.42194515,Switzerland
CHE,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2010,50.67003169,Switzerland
CHE,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2011,49.34986294,Switzerland
CHE,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2012,51.11074586,Switzerland
GBR,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2004,46.03620014,United Kingdom
GBR,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2005,44.91969299,United Kingdom
GBR,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2006,43.58445389,United Kingdom
GBR,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2007,39.92859015,United Kingdom
GBR,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2008,38.44080643,United Kingdom
GBR,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2009,38.21544281,United Kingdom
GBR,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2010,40.42115736,United Kingdom
GBR,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2011,39.59992317,United Kingdom
GBR,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2012,39.0329938,United Kingdom
USA,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2005,46.91123045,United States
USA,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2006,46.34438512,United States
USA,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2007,45.7191524,United States
USA,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2008,45.04987709,United States
USA,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2009,44.47856499,United States
USA,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2010,42.61617351,United States
USA,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2011,42.95103326,United States
USA,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2012,43.32180989,United States
USA,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2013,43.9527052,United States
EST,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2003,18.58316646,Estonia
EST,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2004,14.18298179,Estonia
EST,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2005,9.082829053,Estonia
EST,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2006,2.404143613,Estonia
EST,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2007,-7.364853464,Estonia
EST,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2008,-23.14299979,Estonia
EST,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2009,-28.11711358,Estonia
EST,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2010,-30.3799667,Estonia
EST,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2011,-25.50545519,Estonia
EST,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2012,-28.90340999,Estonia
RUS,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2012,34.96732671,Russian Federation
SVN,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2004,28.55167328,Slovenia
SVN,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2005,29.83193044,Slovenia
SVN,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2006,29.04447943,Slovenia
SVN,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2007,28.61246966,Slovenia
SVN,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2008,27.70612815,Slovenia
SVN,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2009,29.53689865,Slovenia
SVN,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2010,32.83021325,Slovenia
SVN,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2011,33.93263857,Slovenia
SVN,WAGEGAP,SELFEMPLOYED,PC_MENWAGE,A,2012,33.21211476,Slovenia
